customer_id,first_name,last_name,city,state,signup_date,customer_segment
11611,Riya,Rao,Delhi,Andhra Pradesh,2024-02-04,New
11612,Rahul,Martin,Delhi,Andhra Pradesh,2025-05-01,Regular
11613,Meera,Lewis,Hyderabad,West Bengal,2024-12-24,New
11614,Meera,Martin,Chennai,Andhra Pradesh,2023-10-07,New
11615,Arjun,Thomas,Mumbai,Telangana,2021-06-24,Regular
11616,Vikram,Clark,Chennai,Telangana,2025-03-26,New
11617,Riya,Nair,Delhi,Maharashtra,2022-05-24,Regular
11618,Neha,Reddy,Chennai,Telangana,2021-03-10,Premium
11619,Rahul,Rao,Kolkata,Tamil Nadu,2024-05-14,Regular
11620,Sophia,Thomas,Jaipur,Karnataka,2021-10-05,Regular
11621,Aditya,Clark,Kolkata,Rajasthan,2022-04-28,Regular
11622,Aarav,Brown,Mumbai,West Bengal,2023-12-20,Premium
11623,Daniel,Thomas,Pune,Telangana,2025-03-25,Premium
11624,Aarav,Reddy,Delhi,Delhi,2024-12-22,Regular
11625,Sneha,Wilson,Vijayawada,West Bengal,2021-09-19,New
11626,Sophia,Taylor,Mumbai,Tamil Nadu,2021-10-09,New
11627,Sneha,Brown,Hyderabad,Rajasthan,2024-07-18,New
11628,Sneha,Martin,Vijayawada,Rajasthan,2022-05-23,New
11629,Kiran,Mehta,Kolkata,Rajasthan,2021-05-05,New
11630,Rahul,Brown,Bengaluru,Telangana,2023-07-31,Premium
11631,Sneha,Wilson,Kolkata,Maharashtra,2023-11-18,New
11632,Olivia,Thomas,Hyderabad,Andhra Pradesh,2025-05-19,New
11633,Arjun,Singh,Kolkata,Maharashtra,2023-02-18,Premium
11634,Olivia,Rao,Vijayawada,Maharashtra,2024-07-03,Premium
11635,Ananya,Verma,Hyderabad,Tamil Nadu,2023-05-06,New
11636,Neha,Singh,Vijayawada,Maharashtra,2025-01-17,New
11637,Vikram,Rao,Bengaluru,West Bengal,2023-02-19,Regular
11638,Kavya,Nair,Chennai,Telangana,2023-12-17,Premium
11639,Vikram,Rao,Vijayawada,Andhra Pradesh,2025-03-22,Regular
11640,Aditya,Verma,Mumbai,West Bengal,2024-11-04,Regular
11641,Aisha,Brown,Jaipur,Karnataka,2022-10-04,Regular
11642,Arjun,Taylor,Jaipur,Andhra Pradesh,2023-03-23,Regular
11643,Ananya,Rao,Jaipur,Delhi,2023-08-07,New
11644,Sneha,Clark,Bengaluru,Tamil Nadu,2021-07-18,Regular
11645,Rahul,Mehta,Bengaluru,Maharashtra,2022-01-09,Premium
11646,Aditya,Martin,Bengaluru,Delhi,2024-02-10,Regular
11647,Rohan,Kumar,Delhi,Karnataka,2021-04-25,New
11648,Meera,Patel,Pune,Delhi,2023-08-21,Regular
11649,Sophia,Mehta,Vijayawada,West Bengal,2023-02-15,Regular
11650,Emma,Nair,Chennai,Tamil Nadu,2023-02-16,New
11651,Vikram,Mehta,Bengaluru,Maharashtra,2024-09-15,New
11652,Aarav,Patel,Kolkata,Delhi,2022-03-16,New
11653,Arjun,Mehta,Kolkata,Delhi,2024-06-19,Premium
11654,Sneha,Taylor,Kolkata,Maharashtra,2024-06-08,New
11655,Vikram,Martin,Mumbai,Rajasthan,2025-05-08,Regular
11656,Sanjay,Singh,Delhi,Rajasthan,2024-08-05,Regular
11657,Emma,Rao,Jaipur,Maharashtra,2023-03-23,Premium
11658,Olivia,Brown,Kolkata,West Bengal,2022-08-06,Premium
11659,Emma,Brown,Jaipur,Andhra Pradesh,2024-06-03,Premium
11660,Aditya,Thomas,Pune,Telangana,2025-01-24,Premium
11661,Kavya,Nair,Hyderabad,Delhi,2022-03-26,Regular
11662,Kavya,Taylor,Vijayawada,Andhra Pradesh,2022-08-15,New
11663,Vikram,Lewis,Pune,Telangana,2023-03-07,New
11664,Sneha,Gupta,Hyderabad,Tamil Nadu,2021-06-22,Regular
11665,Neha,Clark,Bengaluru,Andhra Pradesh,2022-05-18,New
11666,Kiran,Rao,Mumbai,Rajasthan,2021-09-24,Regular
11667,Riya,Rao,Bengaluru,Rajasthan,2024-05-20,New
11668,Meera,Taylor,Kolkata,Delhi,2023-03-03,Regular
11669,Neha,Wilson,Kolkata,Telangana,2023-08-25,New
11670,Aisha,Brown,Mumbai,Telangana,2021-05-08,New
11671,Riya,Singh,Hyderabad,Andhra Pradesh,2023-07-07,Regular
11672,Sneha,Reddy,Hyderabad,West Bengal,2024-02-24,Regular
11673,Aditya,Walker,Jaipur,Karnataka,2024-01-09,Premium
11674,Riya,Lewis,Mumbai,Karnataka,2024-06-26,Regular
11675,Aisha,Lewis,Bengaluru,Karnataka,2021-07-02,Regular
11676,Sophia,Brown,Vijayawada,Rajasthan,2023-05-30,New
11677,Rahul,Lewis,Visakhapatnam,Andhra Pradesh,2023-02-11,New
11678,Ananya,Mehta,Bengaluru,Rajasthan,2024-11-30,Regular
11679,Daniel,Reddy,Jaipur,Telangana,2024-01-10,New
11680,Neha,Patel,Vijayawada,West Bengal,2025-03-07,Regular
11681,Daniel,Gupta,Chennai,Rajasthan,2021-02-10,Premium
11682,Aarav,Nair,Vijayawada,Delhi,2022-12-18,New
11683,Aarav,Walker,Pune,Andhra Pradesh,2024-01-31,Regular
11684,Riya,Rao,Kolkata,Delhi,2021-05-23,Regular
11685,Kiran,Wilson,Bengaluru,Telangana,2023-11-09,New
11686,Neha,Gupta,Chennai,Maharashtra,2022-01-06,Regular
11687,Ananya,Wilson,Vijayawada,Tamil Nadu,2021-04-29,Regular
11688,Ananya,Smith,Visakhapatnam,Telangana,2023-11-19,Premium
11689,Daniel,Patel,Hyderabad,Delhi,2022-11-14,New
11690,Arjun,Mehta,Chennai,Rajasthan,2022-10-12,Regular
11691,Riya,Kumar,Kolkata,Telangana,2022-06-05,New
11692,Olivia,Lewis,Jaipur,Tamil Nadu,2024-01-02,New
11693,Meera,Martin,Kolkata,West Bengal,2023-09-17,Regular
11694,Kiran,Walker,Vijayawada,Tamil Nadu,2023-12-03,Regular
11695,Vikram,Lewis,Mumbai,Telangana,2024-06-14,Regular
11696,Meera,Singh,Hyderabad,Karnataka,2023-08-27,Premium
11697,Priya,Martin,Vijayawada,Telangana,2021-04-30,New
11698,Rahul,Kumar,Vijayawada,Rajasthan,2021-09-10,Regular
11699,Kiran,White,Pune,Maharashtra,2025-05-06,New
11700,Sophia,Thomas,Delhi,Rajasthan,2022-04-03,Regular
11701,Aditya,Taylor,Chennai,West Bengal,2022-11-16,New
11702,Vikram,White,Pune,Tamil Nadu,2022-08-28,New
11703,Meera,Clark,Chennai,Rajasthan,2025-05-04,Regular
11704,Vikram,Lewis,Pune,Tamil Nadu,2024-08-12,Regular
11705,Daniel,Kumar,Bengaluru,Karnataka,2023-02-13,Regular
11706,Olivia,Sharma,Kolkata,Andhra Pradesh,2023-12-28,Premium
11707,Sophia,White,Chennai,Delhi,2023-06-02,Regular
11708,Daniel,Gupta,Vijayawada,Maharashtra,2023-10-29,Regular
11709,Sanjay,Verma,Delhi,Delhi,2025-03-07,Premium
11710,Sanjay,Sharma,Visakhapatnam,Rajasthan,2023-12-12,Regular
11711,Rohan,Wilson,Chennai,Tamil Nadu,2021-06-30,New
11712,Priya,Clark,Chennai,Rajasthan,2023-03-17,Regular
11713,Olivia,Clark,Chennai,Rajasthan,2024-08-04,Regular
11714,Aisha,Smith,Kolkata,Andhra Pradesh,2021-03-05,Regular
11715,Kavya,Taylor,Bengaluru,Karnataka,2022-07-26,Regular
11716,Olivia,Brown,Kolkata,Telangana,2021-11-18,New
11717,Kavya,Verma,Visakhapatnam,Telangana,2024-02-28,Regular
11718,Kiran,Smith,Kolkata,West Bengal,2021-08-13,New
11719,Ananya,Walker,Bengaluru,Maharashtra,2023-09-26,Premium
11720,Neha,Gupta,Pune,Rajasthan,2021-04-13,Regular
11721,Arjun,Mehta,Delhi,Telangana,2025-01-18,Premium
11722,Aisha,Wilson,Mumbai,Tamil Nadu,2022-05-27,New
11723,Meera,Smith,Pune,Tamil Nadu,2022-10-15,Regular
11724,Aisha,Sharma,Vijayawada,Rajasthan,2024-06-14,New
11725,Neha,Gupta,Visakhapatnam,Telangana,2022-08-31,Regular
11726,Riya,Wilson,Mumbai,Maharashtra,2021-07-04,Regular
11727,Daniel,Taylor,Mumbai,Andhra Pradesh,2024-12-18,Regular
11728,Sneha,Martin,Chennai,Rajasthan,2021-06-28,Regular
11729,Ananya,White,Pune,Rajasthan,2023-03-07,Premium
11730,Rahul,Taylor,Delhi,West Bengal,2021-07-18,New
11731,Riya,Smith,Vijayawada,Karnataka,2024-01-22,Regular
11732,Daniel,Rao,Chennai,Telangana,2022-03-08,Regular
11733,Meera,Nair,Chennai,Maharashtra,2025-01-31,New
11734,Olivia,Clark,Hyderabad,Maharashtra,2021-11-20,Regular
11735,Olivia,Mehta,Hyderabad,Delhi,2023-12-08,Regular
11736,Riya,Martin,Hyderabad,Telangana,2021-01-23,Regular
11737,Neha,Kumar,Chennai,West Bengal,2021-07-01,Regular
11738,Arjun,Kumar,Kolkata,Maharashtra,2022-03-19,Regular
11739,Aarav,Singh,Vijayawada,Telangana,2024-11-15,Premium
11740,Sanjay,Patel,Jaipur,Rajasthan,2025-05-14,New
11741,Ananya,Wilson,Delhi,Tamil Nadu,2023-09-09,Regular
11742,Aisha,Wilson,Pune,Karnataka,2022-06-23,Regular
11743,Priya,Smith,Visakhapatnam,Maharashtra,2022-05-15,New
11744,Aarav,Gupta,Bengaluru,Rajasthan,2021-12-05,Regular
11745,Sanjay,Smith,Kolkata,Andhra Pradesh,2022-06-29,Regular
11746,Sophia,Kumar,Visakhapatnam,Telangana,2023-03-05,New
11747,Sophia,Mehta,Delhi,West Bengal,2024-01-02,Regular
11748,Kiran,Patel,Chennai,West Bengal,2022-01-02,Regular
11749,Emma,Reddy,Kolkata,Rajasthan,2021-02-27,New
11750,Aisha,Patel,Jaipur,Rajasthan,2023-06-15,New
11751,Daniel,Kumar,Chennai,West Bengal,2022-01-24,Regular
11752,Olivia,Mehta,Delhi,West Bengal,2022-10-04,Regular
11753,Kavya,Brown,Hyderabad,Tamil Nadu,2024-02-13,Regular
11754,Kiran,Wilson,Chennai,Rajasthan,2024-12-05,Regular
11755,Kavya,Verma,Vijayawada,Rajasthan,2023-05-05,New
11756,Rohan,Patel,Pune,Rajasthan,2025-01-24,Regular
11757,Rohan,Sharma,Bengaluru,Rajasthan,2022-03-07,New
11758,Kavya,Martin,Mumbai,West Bengal,2024-02-15,Premium
11759,Sneha,White,Bengaluru,Rajasthan,2025-04-17,Regular
11760,Sneha,Gupta,Vijayawada,Andhra Pradesh,2021-12-12,New
11761,Kiran,Singh,Jaipur,Karnataka,2024-03-27,Regular
11762,Ananya,Rao,Bengaluru,Telangana,2023-01-29,Premium
11763,Aarav,Singh,Chennai,Rajasthan,2024-11-10,Premium
11764,Kavya,Singh,Visakhapatnam,Maharashtra,2022-05-04,Regular
11765,Sneha,Mehta,Visakhapatnam,Andhra Pradesh,2025-03-17,New
11766,Daniel,Thomas,Vijayawada,Tamil Nadu,2024-07-01,Regular
11767,Neha,Martin,Vijayawada,Tamil Nadu,2024-02-03,Regular
11768,Priya,White,Visakhapatnam,Andhra Pradesh,2021-02-16,Regular
11769,Arjun,Nair,,Delhi,2021-05-13,New
11770,Vikram,Mehta,Visakhapatnam,West Bengal,2023-11-26,Premium
11771,Rohan,Nair,Visakhapatnam,Tamil Nadu,2023-02-06,Regular
11772,Kiran,Sharma,Chennai,Delhi,2022-06-02,New
11773,Kiran,Nair,Hyderabad,Maharashtra,2024-09-09,New
11774,Kiran,Gupta,Delhi,Rajasthan,2023-02-09,New
11775,Riya,Mehta,Vijayawada,Maharashtra,2023-01-05,Regular
11776,Rahul,Patel,Visakhapatnam,Telangana,2022-06-01,New
11777,Rohan,Martin,Bengaluru,West Bengal,2025-04-20,Regular
11778,Vikram,Clark,Mumbai,Rajasthan,2022-08-07,New
11779,Rohan,White,Vijayawada,Rajasthan,2022-02-20,New
11780,Meera,Reddy,Hyderabad,Telangana,2023-12-15,New
11781,Aarav,Kumar,Vijayawada,Rajasthan,2021-02-24,Regular
11782,Rohan,White,Chennai,Tamil Nadu,2023-08-11,Regular
11783,Aarav,Clark,Hyderabad,Andhra Pradesh,2023-06-23,Regular
11784,Sophia,Smith,Chennai,West Bengal,2022-01-26,Regular
11785,Aisha,Rao,Vijayawada,Rajasthan,2024-05-15,Regular
11786,Sanjay,Brown,Visakhapatnam,Tamil Nadu,2021-03-11,Regular
11787,Vikram,Brown,Hyderabad,Delhi,2025-04-20,New
11788,Arjun,Clark,Pune,West Bengal,2024-10-01,Regular
11789,Priya,Brown,Chennai,Karnataka,2021-10-08,New
11790,Riya,Sharma,Kolkata,Andhra Pradesh,2023-02-27,Regular
11791,Sneha,Taylor,Vijayawada,Karnataka,2021-11-12,Regular
11792,Olivia,Thomas,Jaipur,Andhra Pradesh,2023-09-17,Regular
11793,Rohan,Gupta,Mumbai,Karnataka,2022-07-18,Regular
11794,Aditya,Kumar,Chennai,Karnataka,2023-02-21,Regular
11795,Priya,Kumar,Mumbai,Maharashtra,2025-03-12,New
11796,Sanjay,Clark,Vijayawada,Karnataka,2023-09-18,Premium
11797,Sophia,Verma,Pune,Telangana,2024-10-19,New
11798,Vikram,Brown,Hyderabad,Telangana,2023-10-01,New
11799,Priya,White,Jaipur,Tamil Nadu,2023-01-30,New
11800,Neha,Reddy,Bengaluru,Maharashtra,2021-01-25,Premium
11801,Arjun,Singh,Jaipur,Telangana,2021-05-23,Premium
11802,Priya,Clark,Bengaluru,Karnataka,2023-05-04,New
11803,Priya,Brown,Delhi,Delhi,2023-03-18,New
11804,Aditya,Sharma,Mumbai,Tamil Nadu,2023-03-15,Regular
11805,Rahul,Martin,Kolkata,Andhra Pradesh,2024-09-14,New
11806,Aarav,Kumar,Pune,Andhra Pradesh,2021-06-03,New
11807,Aarav,Thomas,Mumbai,Telangana,2023-11-21,Regular
11808,Priya,Thomas,Pune,Rajasthan,2024-04-08,Regular
11809,Arjun,Clark,Jaipur,West Bengal,2023-10-31,Regular
11810,Sophia,Mehta,Chennai,Andhra Pradesh,2022-01-13,Regular
11811,Sanjay,Gupta,Chennai,Maharashtra,2022-10-13,Regular
11812,Meera,Lewis,Hyderabad,Telangana,2021-03-29,Regular
11813,Meera,Smith,Vijayawada,Rajasthan,2021-10-11,New
11814,Priya,Wilson,Kolkata,Delhi,2024-07-09,New
11815,Olivia,Kumar,Kolkata,Telangana,2023-09-15,Premium
11816,Rahul,Wilson,Hyderabad,Karnataka,2024-10-16,New
11817,Sanjay,Smith,Vijayawada,Karnataka,2024-01-12,Regular
11818,Aditya,Gupta,Visakhapatnam,Maharashtra,2022-01-21,New
11819,Rahul,Thomas,Jaipur,Maharashtra,2024-07-25,New
11820,Aditya,Kumar,Jaipur,Maharashtra,2024-01-06,Regular
11821,Rohan,Martin,Chennai,Andhra Pradesh,2021-11-03,New
11822,Riya,White,Vijayawada,Rajasthan,2021-01-08,Regular
11823,Rohan,Smith,Pune,West Bengal,2024-05-07,Regular
11824,Olivia,Kumar,Delhi,West Bengal,2024-02-28,Regular
11825,Riya,Smith,Mumbai,Andhra Pradesh,2021-05-24,Regular
11826,Daniel,Brown,Kolkata,Tamil Nadu,2023-01-14,New
11827,Rahul,Smith,Jaipur,Delhi,2025-01-02,Regular
11828,Sophia,Gupta,Kolkata,West Bengal,2024-06-21,Premium
11829,Kavya,Wilson,Jaipur,Tamil Nadu,2024-07-31,New
11830,Sophia,Gupta,Jaipur,Rajasthan,2022-09-21,Regular
11831,Kiran,Smith,Bengaluru,Karnataka,2021-07-13,Regular
11832,Sophia,Smith,Jaipur,Telangana,2022-07-16,Regular
11833,Sneha,Wilson,Visakhapatnam,Tamil Nadu,2024-01-05,New
11834,Arjun,Thomas,Pune,Andhra Pradesh,2024-09-07,New
11835,Ananya,Lewis,Kolkata,Tamil Nadu,2023-10-28,New
11836,Rahul,Thomas,Kolkata,Karnataka,2021-03-03,New
11837,Daniel,Thomas,Vijayawada,Andhra Pradesh,2023-08-03,Regular
11838,Rohan,Lewis,Visakhapatnam,Karnataka,2021-10-27,Premium
11839,Sanjay,Singh,Bengaluru,Karnataka,2023-09-03,Regular
11840,Sneha,Gupta,Hyderabad,Rajasthan,2022-10-22,Regular
11841,Ananya,Brown,Chennai,Tamil Nadu,2023-05-03,New
11842,Arjun,Mehta,Delhi,Telangana,2023-08-13,Regular
11843,Emma,Martin,Visakhapatnam,Maharashtra,2023-10-18,Regular
11844,Emma,Sharma,Kolkata,West Bengal,2021-01-09,Regular
11845,Aisha,Kumar,Bengaluru,Andhra Pradesh,2025-03-26,Regular
11846,Kavya,Martin,Vijayawada,Telangana,2023-07-10,Regular
11847,Ananya,Clark,Pune,Tamil Nadu,2023-03-23,New
11848,Neha,Rao,Mumbai,Delhi,2022-08-29,Premium
11849,Neha,Rao,Vijayawada,West Bengal,2021-06-17,New
11850,Vikram,Smith,Chennai,Delhi,2023-10-06,New
11851,Arjun,Mehta,Kolkata,Tamil Nadu,2022-08-05,Regular
11852,Aditya,Patel,Bengaluru,Andhra Pradesh,2024-12-22,New
11853,Priya,Brown,Mumbai,Telangana,2023-11-19,New
11854,Vikram,Clark,Delhi,Andhra Pradesh,2022-12-07,Premium
11855,Rahul,Martin,Kolkata,Rajasthan,2021-02-20,New
11856,Olivia,Clark,Jaipur,West Bengal,2023-06-07,New
11857,Kiran,Wilson,Chennai,Maharashtra,2024-09-14,New
11858,Sneha,Lewis,Visakhapatnam,Maharashtra,2023-01-11,New
11859,Neha,Singh,Visakhapatnam,Maharashtra,2023-11-07,Premium
11860,Aisha,Sharma,Mumbai,Karnataka,2021-07-09,Regular
11861,Aisha,Kumar,Bengaluru,Karnataka,2022-10-13,Premium
11862,Aditya,White,Chennai,West Bengal,2024-06-22,Premium
11863,Emma,Wilson,Kolkata,Delhi,2022-11-09,Regular
11864,Kiran,Singh,Vijayawada,Maharashtra,2024-11-17,Regular
11865,Emma,Lewis,Kolkata,Maharashtra,2022-10-18,Regular
11866,Ananya,Rao,Vijayawada,Telangana,2024-07-22,Regular
11867,Rahul,Smith,Bengaluru,Andhra Pradesh,2023-10-28,Regular
11868,Riya,Singh,Delhi,Rajasthan,2025-02-25,Regular
11869,Aarav,Reddy,Visakhapatnam,Karnataka,2023-05-03,Regular
11870,Riya,Gupta,Mumbai,Tamil Nadu,2023-01-19,Regular
11871,Aarav,Singh,Visakhapatnam,West Bengal,2022-07-20,New
11872,Sanjay,Smith,Bengaluru,Telangana,2023-11-10,Regular
11873,Kavya,Sharma,Jaipur,Telangana,2025-04-18,Regular
11874,Daniel,Singh,Vijayawada,Rajasthan,2021-09-27,Regular
11875,Ananya,Smith,Kolkata,Karnataka,2025-02-07,Regular
11876,Rahul,Nair,Kolkata,Delhi,2025-04-12,Regular
11877,Sanjay,Wilson,Jaipur,Rajasthan,2024-05-15,Regular
11878,Olivia,Taylor,Mumbai,West Bengal,2023-07-18,New
11879,Aisha,White,Bengaluru,Tamil Nadu,2024-10-12,Regular
11880,Rahul,Clark,Jaipur,Karnataka,2022-02-23,New
11881,Kiran,Singh,Bengaluru,West Bengal,2023-10-12,New
11882,Aditya,Taylor,Kolkata,Maharashtra,2024-07-12,New
11883,Vikram,Wilson,Chennai,Rajasthan,2024-07-12,Regular
11884,Emma,Smith,Jaipur,West Bengal,2023-07-28,Regular
11885,Kavya,Thomas,Jaipur,Telangana,2022-09-09,New
11886,Vikram,Kumar,Pune,Tamil Nadu,2025-02-28,Premium
11887,Meera,Nair,Delhi,West Bengal,2023-12-14,Regular
11888,Ananya,Clark,Pune,West Bengal,2024-05-16,Regular
11889,Arjun,Lewis,Pune,West Bengal,2023-09-25,Regular
11890,Ananya,Sharma,Jaipur,Karnataka,2024-11-04,Regular
11891,Vikram,Mehta,Chennai,Karnataka,2023-02-04,Regular
11892,Sanjay,Gupta,Jaipur,Karnataka,2023-05-25,New
11893,Olivia,Patel,Kolkata,West Bengal,2024-07-10,New
11894,Aisha,Reddy,Jaipur,Telangana,2023-04-08,Regular
11895,Rahul,Brown,Kolkata,Andhra Pradesh,2022-01-27,Premium
11896,Olivia,Taylor,Visakhapatnam,Tamil Nadu,2024-04-26,Regular
11897,Sneha,Brown,,Maharashtra,2022-08-24,Regular
11898,Olivia,Nair,Pune,Karnataka,2021-06-18,New
11899,Aisha,Thomas,Chennai,Maharashtra,2022-08-20,Regular
11900,Rohan,Taylor,Chennai,Andhra Pradesh,2021-03-28,Regular
11901,Neha,Walker,Hyderabad,Karnataka,2024-11-06,Regular
11902,Neha,Rao,Mumbai,Delhi,2025-04-23,Regular
11903,Aisha,Singh,Jaipur,Telangana,2022-03-03,New
11904,Sanjay,Mehta,Jaipur,Karnataka,2025-01-06,New
11905,Rohan,Brown,Kolkata,West Bengal,2024-02-13,New
11906,Sanjay,Mehta,Mumbai,Delhi,2025-03-10,Regular
11907,Aditya,Clark,Delhi,Delhi,2021-09-18,Regular
11908,Vikram,Sharma,Vijayawada,Karnataka,2021-04-10,New
11909,Aarav,Brown,Hyderabad,Karnataka,2025-01-12,Premium
11910,Daniel,Verma,Jaipur,Maharashtra,2022-03-07,Regular
11911,Arjun,Singh,Visakhapatnam,Karnataka,2023-08-13,Regular
11912,Olivia,Wilson,Jaipur,Rajasthan,2024-12-13,Premium
11913,Aarav,Clark,Hyderabad,Tamil Nadu,2022-07-03,Premium
11914,Riya,Brown,Jaipur,West Bengal,2021-05-24,New
11915,Rohan,Reddy,Kolkata,Karnataka,2024-06-20,Premium
11916,Neha,Reddy,Delhi,West Bengal,2022-12-24,Regular
11917,Aditya,Verma,Bengaluru,Karnataka,2021-02-06,New
11918,Priya,Taylor,Pune,Tamil Nadu,2022-07-01,New
11919,Priya,Rao,Mumbai,Maharashtra,2023-04-29,Regular
11920,Neha,Rao,Jaipur,Telangana,2024-11-08,Premium
11921,Kiran,Lewis,Mumbai,Telangana,2021-12-28,Regular
11922,Neha,Sharma,Chennai,Andhra Pradesh,2023-04-09,Regular
11923,Emma,Reddy,Jaipur,Tamil Nadu,2021-10-18,New
11924,Ananya,Patel,Bengaluru,Delhi,2022-04-10,Regular
11925,Kiran,White,Jaipur,West Bengal,2022-02-27,New
11926,Rahul,Mehta,Jaipur,Delhi,2023-04-19,Regular
11927,Kiran,Patel,Mumbai,West Bengal,2023-11-28,Regular
11928,Rahul,Rao,Kolkata,Rajasthan,2021-06-29,New
11929,Vikram,White,Vijayawada,West Bengal,2021-05-02,Premium
11930,Sophia,Taylor,Delhi,Tamil Nadu,2024-03-15,Premium
11931,Arjun,Singh,Kolkata,Tamil Nadu,2022-04-16,Regular
11932,Priya,Singh,Bengaluru,Andhra Pradesh,2023-09-17,Regular
11933,Emma,Reddy,Delhi,Maharashtra,2021-05-03,Regular
11934,Sophia,Thomas,Delhi,Delhi,2023-08-20,New
11935,Rahul,Kumar,Delhi,Andhra Pradesh,2024-12-26,New
11936,Vikram,Gupta,Jaipur,Karnataka,2022-12-02,Regular
11937,Kiran,Rao,Visakhapatnam,Karnataka,2023-07-14,Regular
11938,Sneha,Wilson,Kolkata,Telangana,2022-04-16,Regular
11939,Sophia,Wilson,Pune,Telangana,2022-04-03,Regular
11940,Sanjay,Thomas,Pune,Delhi,2021-04-15,Regular
11941,Vikram,Gupta,Hyderabad,Delhi,2023-02-06,New
11942,Aditya,Nair,Delhi,Tamil Nadu,2025-02-24,New
11943,Olivia,Nair,Chennai,Karnataka,2021-07-05,New
11944,Aarav,Sharma,Visakhapatnam,West Bengal,2022-10-29,Regular
11945,Kiran,Martin,Vijayawada,Telangana,2024-09-01,Regular
11946,Rahul,Brown,Jaipur,West Bengal,2023-03-05,Regular
11947,Vikram,Mehta,Jaipur,Rajasthan,2024-05-01,Regular
11948,Daniel,White,Pune,Maharashtra,2022-08-25,Regular
11949,Aarav,Patel,Pune,Maharashtra,2023-08-23,New
11950,Rohan,White,Kolkata,Delhi,2025-04-30,Regular
11951,Daniel,Taylor,Pune,Telangana,2023-08-15,Premium
11952,Kavya,Singh,Chennai,West Bengal,2024-06-27,New
11953,Arjun,Taylor,Vijayawada,Tamil Nadu,2024-01-15,Regular
11954,Priya,Thomas,Pune,Maharashtra,2021-06-03,New
11955,Sophia,Nair,Jaipur,Telangana,2021-09-14,New
11956,Ananya,Rao,Chennai,Rajasthan,2023-09-01,Regular
11957,Neha,Clark,Pune,Tamil Nadu,2022-07-11,Regular
11958,Neha,Patel,Delhi,Telangana,2023-02-15,Regular
11959,Meera,Sharma,Jaipur,Andhra Pradesh,2023-02-13,Premium
11960,Vikram,Taylor,Delhi,Rajasthan,2024-06-23,Regular
11961,Emma,Walker,Hyderabad,Delhi,2025-05-05,Regular
11962,Sophia,Brown,Mumbai,Telangana,2025-05-15,New
11963,Rahul,Kumar,Visakhapatnam,Rajasthan,2021-05-08,Regular
11964,Emma,Brown,Chennai,Karnataka,2024-04-05,Regular
11965,Emma,Gupta,Mumbai,Karnataka,2024-03-06,Regular
11966,Aisha,Clark,Bengaluru,West Bengal,2024-10-15,Regular
11967,Kiran,Wilson,Vijayawada,Tamil Nadu,2022-11-14,Regular
11968,Priya,Rao,Bengaluru,Telangana,2023-03-16,New
11969,Emma,Wilson,Mumbai,West Bengal,2022-12-24,New
11970,Vikram,Taylor,Vijayawada,Tamil Nadu,2022-08-21,Regular
11971,Emma,Taylor,Visakhapatnam,Andhra Pradesh,2022-01-30,Regular
11972,Daniel,Nair,Chennai,Karnataka,2023-10-27,Regular
11973,Meera,Smith,Mumbai,Rajasthan,2021-01-27,Premium
11974,Rohan,Sharma,Bengaluru,West Bengal,2024-04-14,Regular
11975,Sneha,Verma,Pune,Karnataka,2024-09-08,New
11976,Arjun,Nair,Jaipur,Delhi,2021-12-31,Regular
11977,Daniel,Brown,Mumbai,Rajasthan,2021-12-08,Regular
11978,Rohan,White,Chennai,Telangana,2023-03-17,Regular
11979,Arjun,White,Mumbai,Andhra Pradesh,2024-09-16,Regular
11980,Riya,Mehta,Visakhapatnam,Maharashtra,2021-07-02,Regular
11981,Meera,Wilson,Delhi,Rajasthan,2022-11-23,New
11982,Kavya,Kumar,Kolkata,Karnataka,2021-12-13,New
11983,Arjun,Mehta,Vijayawada,West Bengal,2024-09-25,New
11984,Riya,Taylor,Vijayawada,Rajasthan,2024-11-11,Regular
11985,Kavya,Taylor,Delhi,Tamil Nadu,2021-05-15,Premium
11986,Riya,White,Delhi,Telangana,2021-08-20,New
11987,Emma,Mehta,Delhi,Maharashtra,2021-09-09,New
11988,Sanjay,Walker,Bengaluru,Delhi,2024-07-22,Regular
11989,Sanjay,White,Pune,West Bengal,2024-12-11,Premium
11990,Daniel,Smith,Visakhapatnam,Maharashtra,2022-08-20,Regular
11991,Neha,Reddy,Hyderabad,Rajasthan,2021-09-10,Regular
11992,Ananya,Nair,Visakhapatnam,Delhi,2023-11-28,Regular
11993,Aditya,Thomas,Delhi,West Bengal,2024-11-25,Regular
11994,Kavya,Smith,Mumbai,Rajasthan,2024-12-27,Regular
11995,Riya,Walker,Bengaluru,Rajasthan,2022-12-14,New
11996,Aarav,Clark,Vijayawada,Tamil Nadu,2024-06-03,Premium
11997,Sneha,Reddy,Hyderabad,Tamil Nadu,2025-03-10,Regular
11998,Sophia,Lewis,Delhi,West Bengal,2024-08-14,Regular
11999,Aditya,Nair,Bengaluru,Delhi,2023-01-30,New
12000,Aditya,Clark,Jaipur,Maharashtra,2022-02-22,Premium
12001,Olivia,Brown,Bengaluru,West Bengal,2022-08-19,Regular
12002,Arjun,Mehta,Visakhapatnam,West Bengal,2022-08-02,Regular
12003,Kiran,Reddy,Delhi,Rajasthan,2025-04-30,Regular
12004,Priya,Kumar,Hyderabad,Tamil Nadu,2024-03-18,New
